dialog_speaker_list,dialog_text_list,h,entailment,idx
"[""A""]","[""and we didn't uh you know have to allot any well hardly very very much money anyway for Christmas just for our uh personal family just me and her and our son and i think her mom and that was really you know about it we we made everything else that uh we gave for Christmas last year""]",We did not have a lot of money to spend for Christmas.,TRUE,311081
"[""A""]","[""He had read of American murder trials running much on the lines indicated by Julius.""]",He had not read about murder trials.,FALSE,248103
"[""A""]","[""Tommy stopped Conrad's rush with a straight blow with his fist.""]",Tommy punched Conrad and Conrad stopped running to Tommy.,TRUE,64583
"[""A""]","[""He strengthened central administration and abandoned an initially tolerant policy toward the Protestants.""]",He made central administration stronger.,TRUE,203355
"[""A""]","[""Augusto Pinochet to Spain to stand trial.""]",Pincochet will not be tried.,FALSE,83819
"[""A""]","[""For the portability from group to individual coverage under this rule, HHS cites estimates formulated by the Congressional Budget Office which shows the initial yearly cost (direct cost to the private sector) to be $50 million with 45,000 people covered and $200 million by the fifth year with 150,000 people covered.""]",The initial yearly cost is $50 million.,TRUE,169038
"[""A""]","[""You shift the responsibility to the branch of government that citizens can't do anything about.""]",The citizens can't do anything about that particular branch of government.,TRUE,23964
"[""A""]","[""Being punk-blunt in country music usually yields little more than a cheap lampoon.""]",Being punk-blunt in country music widely accepted and embraced.,FALSE,78198
"[""A""]","[""During the first time period analyzed (through the end of 2005), EPA projects that a large number of SCR's will be installed to meet the requirements of the NOX SIP Call.""]",SCR's are projected to be vastly installed in order to be in compliance with NOX SIP Call.,TRUE,185709
"[""A""]","[""You may never reach London, snarled the other.""]",The other used an aggressive tone. ,TRUE,27345
"[""A""]","[""Without quite knowing what had happened, everything seemed changed.""]","Everything looked the same as before, and they knew exactly what had happened.",FALSE,25055
"[""A""]","[""yeah it was nice talking to you Linda okay great hope hope you like it um-hum you too bye-bye""]","Hope you like it, nice to talk to you Linda. ",TRUE,199350
"[""A""]","[""yeah i um i think that they will be more in the work place because uh the door's open""]",The way into the workforce for these people has been closed off.,FALSE,183468
"[""A""]","[""The Valley of the Boyne has played an important part in the nation's history .""]",No historical events have occurred in the Valley of the Boyne.,FALSE,98433
"[""A""]","[""but see now they they would be out of his system but if he was to be tested""]","If they did test him, the drugs would already be gone.",TRUE,110744
"[""A""]","[""Additional copies of this exposure draft can be obtained from the U.S.""]",There are no additional copies of this exposure draft available.,FALSE,295847
"[""A""]","[""All writers, of course, have needed the one called the 'editor,' who singularly, almost mystically, embodies the many-faceted, unique life force infusing the entire enchilada.""]",Writers need editors.,TRUE,343675
"[""A""]","[""Program Evaluation at ""]",No project evaluation ,FALSE,208337
"[""A""]","[""responsibilities, job titles, and experience.""]",Companies pay no attention to responsibilities.,FALSE,244280
"[""A""]","[""A common definition of diversity is developed.""]",A standard definition of diversity cannot be developed.,FALSE,59173
"[""A""]","[""Before the injection they're quite friendly--these are lab animals, remember, not hardened street rats.""]",Lab rats are friendly before being injected.,TRUE,105101
"[""A""]","[""Our goal is to better serve our client by making GAO more responsive, more flexible - and more focused on our client.""]",We want to make GAO more focused on its clients.,TRUE,347576
"[""A""]","[""play-off games and stuff like that""]",No games of any kid,FALSE,192288
"[""A""]","[""For many years after the war, the government and people of Japan made no real effort to understand the wrenching experience of war and the anguish of those in other countries, it said.""]",The government and people of Japan didn't attempt to comprehend the effect of war on other countries. ,TRUE,156252
"[""A""]","[""The most popular response (the one all the cool kids are writing) plays with the malathion (yeah, right) the city is spraying throughout New York to kill mosquitoes (wink, wink) that transmit encephalitis (go  pull the other one).""]",Mosquitoes are of no concern to city officials in New York.,FALSE,49459
"[""A""]","[""However, regardless of how far the acquisition has advanced, at a minimum the auditor should always ascertain whether senior managers and users were involved in the project's initiation.""]",The auditor should determine who was involved in starting up the project.,TRUE,180398
"[""A""]","[""But, as Daimler recognizes, selling Mercedes through Chrysler dealers--with all the memories of the Volare and K-Car--could damage the car's treasured cachet.""]",Daimler did not even consider selling Mercedes through Chrysler dealers.,FALSE,377766
"[""A""]","[""and it's just amazing and i mean they got and you know they're not making them like that now   you know so but they're still they're still a lot i think definitely better than the uh American carmaker and stuff""]",They're better than American cars.,TRUE,358714
"[""A""]","[""The numbers changed to a seventeen-digit code and two phone companies had merged, and everyone's got new PINs with four symbols, of which two must be letters from 'g' to 'r' entered in an AZ-Max mode.'""]","All of the numbers, and everyone's PIN, stayed the same.",FALSE,34396
"[""A""]","[""And within easy travelling distance of the city are the other major sights of the Dead Sea region.""]",Other highlights of the Dead Sea region are not too far out of the way.,TRUE,17978
"[""A""]","[""Delhi in particular has very modern facilities, many built for the Asian Games in 1982.""]",Delhi has very good facilities.,TRUE,71482
"[""A""]","[""uh-huh do you go to the theatre for for music uh""]",Do you go to the theatre for the music?,TRUE,47349
"[""A""]","[""Marguerite with her box of jewels, the church scene, Siebel and his flowers, and Faust and Mephistopheles.""]",Marguerite has a box of jewels and Siebel has flowers.,TRUE,179388
"[""A""]","[""Daniel, wrapping up the session, soberly reminded his colleagues that those who have abused their absolute freedoms by making movies that are soiling and unwholesome have only themselves to blame if Hollywood's era of unregulated bliss is over.""]",Daniel told his colleagues they had no effect on the regulation of Hollywood.,FALSE,374104
"[""A""]","[""A totally new thing.""]",The same thing as always,FALSE,330907
"[""A""]","[""You'll pass two huge sentinel statues 21 m (68 ft) high on the river plain facing out towards the Nile.""]",The two sentinel statues are 21 m high. ,TRUE,47700
"[""A""]","[""If you are on a short trip, you may need to take a quick-acting remedy to keep you on your feet, but if you load up with antibiotics and a host of other patent medicines, your body will never build up resistance, and the next attack will just be worse.""]",You must carry and take antibiotics at all times to prevent illness.,FALSE,304321
"[""A""]","[""There was no answer.""]",The response was immediate and clear.,FALSE,129247
"[""A""]","[""Several of their ceremonial ball courts, which were used for certain social or religious gatherings, have been discovered throughout Puerto Rico.""]",They have found a lot of ball courts in Puerto Rico.,TRUE,231146
"[""A""]","["" For drinks and snacks at the water's edge, there's nothing like a beach restaurant.""]",Beach restaurants are good for drinks and snacks by the water.,TRUE,330143
"[""A""]","[""My hunch is that Oprah will win over even the cattlemen, eventually.""]",I don't think Oprah will ever win over the cattlemen.,FALSE,277927
"[""A""]","[""Jodie T. Allen's A Brief History of Taxes was indeed brief, though perhaps appropriately so, given the very narrow focus of her argument.""]",Jodie Allen's book was very short.,TRUE,248996
"[""A""]","[""ooh well see i'm i'm debating whether i  want to go see the movie after having read the book i mean the book is is chilling just chilling""]",I'm debating if I want to see the movie after having read the book.,TRUE,92506
"[""A""]","[""The Muzium Negara (National Museum) stands on Jalan Damansara south of the Lake Gardens.""]",The National Museum is south of the Lake Gardens.,TRUE,382092
"[""A""]","[""Unfortunately, I have no proof beyond my surmise, unless ” ” With sudden energy, he caught me by the arm, and whirled me down the hall, calling out in French in his excitement: ""Mademoiselle Dorcas, Mademoiselle Dorcas, un moment, s'il vous plait!"" Dorcas, quite flurried by the noise, came hurrying out of the pantry. ""]",The he in this line was so excited he slipped into French.,TRUE,66165
"[""A""]","[""Check here if you'd like me to touch you there.""]",If you would like me to touch you there you have to check here.,TRUE,295206
"[""A""]","[""and she sees what what she's missed out of college now wishes that she'd done something like that""]",She wishes she never went to college after taking on such a crippling student loan debt.,FALSE,195991
"[""A""]","[""Normal precautions apply here as beware especially of water-skiers and speed-boats, which sometimes stray from their flagged areas.""]",You need to watch out for other people in the water.,TRUE,327374
"[""A""]","[""Thus, prior to FY 1984, LSC recipients were authorized to represent aliens who were legal residents of the United States regardless of whether the alien was absent from the United States during some part of the representation.""]",There are aliens who were not legal residents of the United States.,FALSE,351568
"[""A""]","[""Prince of Egypt might have been more psychologically compelling if it had set up a rivalry between the good and bad brothers--between Aaron and Ramses--for Moses' soul.""]",Prince of Egypt might have been more compelling if it had set up a rivalry between Aaron and Ramses for Mose's soul.,TRUE,194164
"[""A""]","[""Color Me Gray""]",Put some neutral color on me.,TRUE,306114
"[""A""]","[""The IJC website provides a place for advocates to share information.""]",Ijc doesn't have a place for advocates to share information on their website,FALSE,338164
"[""A""]","[""The bright motifs with mirror-work stitched into them, much favored by Rajasthani ladies of the desert for their long flowing skirts, are known as cutchhi or saurashtra.""]",The cutchhi or saurashtra is a simple plain dress that women wear.,FALSE,312596
"[""A""]","[""Also north of Kyoto is the rural enclave of Ohara, home to the magnificent temple complex of Sanzen'in.""]",North of Kyoto is the rural enclave of Ohara,TRUE,241394
"[""A""]","[""They might be--  But the canvas had been jerked off and there they were.""]",They were under the canvas.,TRUE,99670
"[""A""]","[""Since April 1999, as the result of program mergers, Legal Services of Northern California has been the sole LSC-funded provider for the entire region, with nine offices covering 23 counties.""]",Legal Services of Northern California has offices covering 23 counties.,TRUE,137958
"[""A""]","[""As for people you deal with regularly (like doormen, since you're a Manhattanite), grease their palms once every several encounters, or else you'll go crazy and broke.""]","If you don't grease the palms of people you deal with, you'll go crazy and broke.",TRUE,212649
"[""A""]","[""hey the guy's making millions he ought to be able to perform right""]",He must perform well to earn large sums of money,TRUE,293760
"[""A""]","[""The health of one of the bravest of America's daughters, to whom is due the thanks and gratitude of two great countries!"" 232 Chapter 28 And After ""THAT was a mighty good toast, Jane,"" said Mr. Hersheimmer, as he and his cousin were being driven back in the Rolls-Royce to the Ritz.""]",Two countries owe their gratitude to one of the bravest of America's daughters.,TRUE,53854
"[""A""]","[""If you'd said in Slate that you thought I didn't talk enough about this, that would have been a reasonable comment.""]",I spoke in great deal in Slate.,FALSE,208314
"[""A""]","[""However, the protocol did not ask patients which behaviors they were motivated to change.""]",Protocol doesn't ask patient what behaviors they wish to change.,TRUE,328113
"[""A""]","[""Driving north on Pacific Coast Highway 1 (often marked PCH ) from Santa Monica to Malibu is an excellent introduction to southern Caleornia's seductive beach life.""]",You can drive along PCH and see what beach life is like.,TRUE,133306
"[""A""]","[""Rockefeller first became interested in the region through its artists, and then through the Venezuelan subsidiary of Standard Oil of New Jersey--the family business.""]",The Standard Oil of New Jersey was run by the Rockefeller family. ,TRUE,364968
"[""A""]","[""'Truth be told, Mr. White was somewhat exceeding his bounds by taking you home.""]",Mr. White should have taken you home.,FALSE,189485
"[""A""]","[""uh oh uh oh i think we're supposed we're supposed to hang up""]",We have to stay on the line a bit longer.,FALSE,309546
"[""A""]","[""Julius was on the platform.""]",Julius was absent.  ,FALSE,46497
"[""A""]","[""often in the end to their dismay.""]",They are happy when it is over.,FALSE,177428
"[""A""]","[""But in addition to sampling the products of the cellar masters, visitors will find gourmet meals, wonderful towns, important churches, and dense forests.""]",Their are only cellars to check out. ,FALSE,80934
"[""A""]","[""The government says so.""]",The government has nothing to say.,FALSE,345903
"[""A""]","[""The allocations of these three types of allowances, and the determination of the data used in making the allocations, will not be subject to judicial review.""]",Judicial review will be done on the allocations of these three types of allowances.,FALSE,133566
"[""A""]","[""We were all busy during the morning arranging and decorating the Hall in the village where it was to take place. ""]",We skipped out on decorating. ,FALSE,146254
"[""A""]","[""La Granja de San Ildefonso, about 10 km (6 miles) southeast of Segovia (80 km or 50 miles north of Madrid), is a huge palace set in classic formal gardens.""]","La Granja de San Ildefonso no longer exists, sadly.",FALSE,13840
"[""A""]","[""The next morning, I woke up quite early and went to see Greuze.""]",I slept in until late afternoon the next day. ,FALSE,234786
"[""A""]","[""Activities to Achieve Manufacturing Knowledge""]",Knowledge about manufacturing.,TRUE,223671
"[""A""]","[""oh oh well that that doesn't sound like it's too expensive a hobby does uh does the uh clay and and the paints and things are they expensive""]",That hobby is cheap. Are the art materials affordable? ,TRUE,369625
"[""A""]","[""There's an off-campus?""]",Is there an off-campus?,TRUE,14448
"[""A""]","[""At the other end of the fortifications, the terrace of the Logis Royal (Royal Lodge) affords a delightful view over the village and the Indre Valley.""]",One can view the village and the Indre Valley from the terrace of the Logis Royal.,TRUE,56459
"[""A""]","[""The drive was uneventful.""]",The drive did not have any events.,TRUE,5769
"[""A""]","[""( Curriculum Vitae , the memoir she published a few years ago, politely fends off the curious.)""]","Her biography, a resume of sorts, does not invite speculation.",TRUE,371340
"[""A""]","[""But after the election, says Blankley, there is a 99.""]","according to Blankley, there is a 99 after the election.",TRUE,292273
"[""A""]","[""More than anyone, they know it can be nearly impossible to do the former and avoid the latter in a one-sided contest where only one litigant has a lawyer.""]",They know best that it can be hard to do the former.,TRUE,145796
"[""A""]","[""Generally, such statements were required from new users at the time access to information resources was first provided and from all users periodically, usually once a year.""]",New users were required to make statements.,TRUE,119398
"[""A""]","[""Because the cost behavior of the U.S.""]",The cost of misbehavior of us,FALSE,110768
"[""A""]","[""yeah hey you could well you can interpret that the what the TV show in the same way you can interpret the Bible well uh so""]",The TV show and the Bible can be similarly interpreted.,TRUE,388769
"[""A""]","[""yeah i lived there in my early twenties too before i moved""]",I moved in my early to mid-twenties.,TRUE,296869
"[""A""]","[""With its new look and new aim, the prospects are good despite the warnings.""]","The prospects seem dire as warnings suggest, and the new look is wasted.",FALSE,45228
"[""A""]","[""The Rani Pokhari lies at the northern end of a large open space that divides the old city from the newer districts.""]","At the southern end of the large open expanse, between the old city and the newer districts, lies The Rani Pokhari.",FALSE,106931
"[""A""]","[""on tubes an i see""]",On skis apparently.,FALSE,174659
"[""A""]","[""yeah clocks is what i meant i can i'm going crazy my daughter's playing the piano and i can't think""]","My daughter is playing the piano, I can't think properly!",TRUE,89940
"[""A""]","[""I should simply have  What did it say on the back?""]",What was written on the back?,TRUE,122782
"[""A""]","[""you know um-hum yeah my wife uh""]",I'm not married yet,FALSE,301240
"[""A""]","[""Heaney's verse reminded me that everything--even awful newspaper stories--is beautiful when it burns.""]",Heany said everything is ugly.,FALSE,300559
"[""A""]","[""what kind of lawn and garden work do you do""]",Do you do any computer work?,FALSE,208942
"[""A""]","[""well actually the little gray tabby wanders out in the back yard occasionally i have an eight foot uh security type fence out in the backyard she just kind of goes out and rolls around on the patio and comes back in""]",A little cat wanders around in my back yard sometimes. ,TRUE,9640
"[""A""]","[""i've painted uh like i said both interior and exterior myself uh not a lot of exterior but uh i've painted you know rooms and ceilings inside and you know and i usually find it uh pretty easy and and it's cheaper than hiring somebody else to do it""]",I do not have any painting experience. ,FALSE,89855
"[""A""]","[""'Of course,' said Greuze.""]",Greuze didn't say anything.,FALSE,338850
"[""A""]","[""CONTROLLABLE COST - A cost that can be influenced by the action of the responsible manager.""]",Controllable cost is influence by a responsible manager ,FALSE,264297
"[""A""]","[""No, that's why we'll have to start all over again.""]",We're gonna have to start all over again.,TRUE,160075
"[""A""]","[""It means 'we don't even want to have an argument with you.""]",We don't want to argue with you.,TRUE,46290
"[""A""]","[""yeah we have a couple of those too we uh we haven't planted a garden yet we moved to moved here from Colorado not too long ago where we had a really big garden but here i i know i hear i hear that the uh growing is a little bit different have you had a garden""]","We recently moved here from Colorado, and we haven't planted a garden yet.",TRUE,218877
"[""A""]","[""According to census data, the Vietnamese population in Orange County jumped by nearly 89% between 1990 and 2000, while the Chinese population increased by 44%.""]",The population of Vietnamese in Orange country rose by 89% between 1990 to 2000.,TRUE,281262
"[""A""]","[""or like what what percent do you then save or something""]",What percentage should you put in saving?,TRUE,125038
"[""A""]","[""Now, even with 2 years of production experience, the supplier continues to have difficulty producing the seeker with acceptable quality.""]",The supplier has had over 10 years of production experience.,FALSE,171378
"[""A""]","[""The visa function attempts to facilitate legitimate travel while at the same time denying entry to the United States of certain individuals, including potential terrorists.""]",The visa system is a tool for preventing terrorists from entering United States.,TRUE,391429
"[""A""]","[""The operating permit modification process consists of preparation and submission of the application to the applicable State or local regulatory agency.""]","If you want to modify your operating permit, you can just call your State or local regulatory agency and make a verbal request.",FALSE,377639
"[""A""]","[""And the movie occasionally downplays Kaufman's part in bringing about his own professional decline.""]",Kaufman's part in bringing about his own decline is downplayed.,TRUE,122626
"[""A""]","[""what do you do turn the other cheek""]","You seek revenge when somebody hurts you, right?",FALSE,54897
"[""A""]","[""well what kind of pets do you have""]",Why do you dislike animals?,FALSE,127895
"[""A""]","[""To embrace the enlarged territory, the Federation took on the new name of Malaysia in September 1963, but Singapore soon clashed with Kuala Lumpur over Malay privileges that Singapore, with its multiracial policies, sought to dismantle.""]",Malaysia acquired its current name in 1963 in order to encourage a sense of unity in their new empire.,TRUE,37029
"[""A""]","[""No, he was simply a way of escape from the insufferable monotony of my life."" 130 I said nothing, and after a moment, she went on: ""Don't misunderstand me. ""]",He was what I needed to balance my incredibly agitated life.,FALSE,149894
"[""A""]","[""After I finished this worthy and dull book, a distressing thought came to  Its banality might be the fault neither of the judge nor of the legal profession.""]",I am righteous in every way by putting the blame of the judge.,FALSE,101485
"[""A""]","[""but then my father's uh sixty five years old and he's he doesn't show any signs of having to cut back either so there's hope for me maybe i'll maintain that""]","I don't really talk to my father anymore, so I don't know how he's doing",FALSE,75121
"[""A""]","[""and you know the last i heard it was costing ten twenty thirty thousand dollars a year uh to keep these guys waiting""]",I don't know how much you have to pay per year.,FALSE,163977
"[""A""]","[""His voice was toneless.""]",His voice was full of joy.,FALSE,244618
"[""A""]","[""That argument which holds that the attempt to raise saving will end up lowering national income, because consumption will fall, and with it profits, output, and employment.""]",Rising savings will result in a higher national income.,FALSE,2093
"[""A""]","[""This senior executive solicited feedback from the Central Montana RAC to discuss among his customers how to balance the ongoing, yet potentially competing uses-including recreation, grazing, and oil and gas leases-of a 150-mile stretch of the Missouri River and surrounding areas.""]",There are no oil and gas leases allowed along the Missouri River.,FALSE,136432
"[""A""]","[""Unlike the sky, it seemed to obey the normal laws of inertia Hanson had known.""]",Hanson knew normal laws of inertia.,TRUE,329109
"[""A""]","[""The second bill was dismissed as veto bait, but Republicans were deemed to have scored a victory by detaching it and thereby removing Clinton's excuse to veto the larger bill.""]",Republicans were victorious by getting rid of the second bill veto,TRUE,28179
"[""A""]","["" The Secret Struggle for Womanhood , by Naomi Wolf (Random House).""]",Naomi Wolf wrote a book.,TRUE,59300
"[""A""]","[""Because air space is limited, there's an inclination to believe that airlines are natural monopolies or oligopolies and that flooding the market with competitors will actually make air travel less, not more, efficient.""]",Air space is unlimited so it is widely believed that more competitors will make air travel more efficient. ,FALSE,262002
"[""A""]","[""oh yeah i have a slight limp from it but it matches one if i have one on the other side yeah  yeah you know""]","No, I only limp on one leg not the other.",FALSE,17695
"[""A""]","[""You were up against one of the biggest brains of the century.""]",You were up against the dumbest person of the century.,FALSE,31268
"[""A""]","[""In Emilia-Romagna, the pride and creativity of the great city-states is still very much in evidence in the monuments and museums of Bologna, Ferrara, and Parma.""]",There are no museums in the old city-states.,FALSE,162563
"[""A""]","[""With a couple of bikes on board, you can always explore the countryside as you travel.""]",You can explore the countryside on bike.,TRUE,41480
"[""A""]","[""Other objectives of financial audits may include""]",Objectives of financial audits include nothing,FALSE,340225
"[""A""]","[""We were so excited to have fooled everybody, said one attendee.""]",One attendee told us they were disappointed in the outcome.,FALSE,323581
"[""A""]","[""right i think it's seven here or seven point something""]",Over here its seven or something.,TRUE,254704
"[""A""]","[""In the confusion I slipped away, offering silent thanks to Gods and lizards alike.""]",I wasn't thankful to anyone. ,FALSE,279683
"[""A""]","[""Department of Labor (USDOL) has also promulgated regulations mandating the minimum benefits that must be provided to H-2A workers.""]",There are no minimum benefits outlined by USDOL.,FALSE,313452
"[""A""]","[""Ah, but there are plenty of good places nowadays.""]",There are good locations at this point in time. ,TRUE,105520
"[""A""]","[""As he rode on, a river of blood flowed and the man slumped in the saddle.""]",The man sat straight in the saddle.,FALSE,190607
"[""A""]","[""Doesn't that just say everything about the times we live in?""]",Doesn't that just say everything about the times we live in?,TRUE,46299
"[""A""]","[""Jon smeared some dirt and clay on her nose and cheeks.""]",Jon washed the dirt off her face.,FALSE,343013
"[""A""]","[""that's right draw your own inference um""]",Draw your on conclusion.,TRUE,356952
"[""A""]","[""Some participants believed that separation of the CEO and chairman of the board positions recognizes the differences in their roles and eliminates conflicts in functions.""]",It is natural for the CEO to be the chairman of the board since their goals align.,FALSE,333078
"[""A""]","[""As Islam prohibits the representation of human or animal figures, the work done here is the happy result of imposing much simpler patterns than the often elaborate silverware across the border in Thailand.""]",Islam commands the representation of humans on silverware.,FALSE,34339
"[""A""]","[""A luxury resort on the west side of Oahu, expertly managed by JW Marriott, Ihilani is situated within a 640-acre resort community that provides golf, tennis, 3 miles of beaches and lagoons, and a world-class spa within a half-hour drive of Honolulu.""]",It's a luxury resort on the west side of the island.,TRUE,385329
"[""A""]","[""Another online pollster, Harris Interactive, is using its Harris Poll Online to learn about the public's views on the 2000 election.""]",There was a mail-in poll by Harris Interactive about the election.,FALSE,131019
"[""A""]","[""right right we froze a lot of peppers we let some turn red""]","Yeah, we put a lot of peppers in the freezer.",TRUE,170970
"[""A""]","[""The Honorable George V. Voinovich Ranking Member Subcommittee on Oversight of Government""]",Voinovich is a ranking member on the subcommittee.,TRUE,23846
"[""A""]","[""Anse's eyes fluttered open, and he looked up dazedly.""]",Anse opened his eyes and looked up. ,TRUE,97431
"[""A""]","[""um i i just think that has something to do with why Latinos are tend to be you know the meek the more meek you know they tend to be more not stand up for their rights as much they're not really sure of what they are i don't think""]","Latinos tend to keep themselves, and let others make the decisions for them. ",TRUE,131923
"[""A""]","[""Originally launched in 1936, the Queen Mary carried royalty, statesmen, and celebrities on its trans-Atlantic voyages.""]",The Queen Mary was a notorious pirate ship in 1936.,FALSE,118780
"[""A""]","[""Congressional requests for GAO work must be made in writing by a Member and addressed to the Comptroller General.""]",Congressional requests for work by the GAO must be done by telephone. ,FALSE,325329
"[""A""]","[""In an interview with the Director of Rich notes The Director indicated that the National Science Foundation procedures had changed three program for grants to small times since the inception of the colleges, the following question is program.""]",The director said the NFS procedures changed.,TRUE,213881
"[""A""]","[""Where am I, anyhow, Nema?  The girl dumped an armload of clothing on his bed and looked at him with controlled exasperation.""]",I know where I am he said. ,FALSE,295885
"[""A""]","[""Two other noteworthy mansions on the Rue des Francs-Bourgeois are the H??tel Lamoignon, at the corner of Rue Pavae, and the H??tel Carnavalet, once home to the illustrious 17th-century lady of letters Madame de S??vign??, today the Mus??e Historique de la Ville de Paris.""]",The Hotel Lamoignon is located at the corner of Rue Pavae and the Hotel Carnavalet was gome to Madame de S??vign??.,TRUE,34464
"[""A""]","[""The Gothic tower gate and belfry, Porte de la Grose-Horloge, leads into the proserous old merchant quarters with gracefully vaulted shopping arcades and 16th- and 17th-century houses.""]",The old merchant quarter are actually fairly new.,FALSE,294301
"[""A""]","[""uh my dad flew down there for about a year he was down there about once a month one week per month""]",no my papa never flies he doesn't like airplanes,FALSE,380186
"[""A""]","[""We'll look at them after lunch.""]",We will take a look at them before lunch.,FALSE,127630
"[""A""]","[""and he came up to us and he just said who's your supervisor well he called our supervisor and our supervisor's supervisor and it went up all the way to the head of facilities complaining that we were wearing shorts""]","He was very happy to see us in shorts, and actually had shorts on himself.",FALSE,245077
"[""A""]","[""It's also important to consider the nature and reasonableness of the incentives provided to top management and board members.""]","All forms of incentives for board members should be ignored, since its unimportant.",FALSE,37981
"[""A""]","[""The chapel frescoes were completed in the 1480s by Filippino Lippi, who painted the side walls' lower panels.""]",Filippino Lippi completed the chapel frescoes in the 1480s.,TRUE,232082
"[""A""]","[""As I said, get me to Sydney, get me to the opening ceremony and the torch and the hymns, and I'll be fine.""]",I would hate to be stuck at the opening ceremony in sydney.,FALSE,38841
"[""A""]","[""But McVeigh's lawyer indicated that his team had faked the putative confession in order to persuade a witness to talk to them, and an Oklahoma reporter has now confirmed that the defense team's private eye told him of the fake confession a year ago.""]",The defense team knew of the fake confession a year ago.,TRUE,145889
"[""A""]","[""For example, with regard to design, information over time-the longitudinal feature of the""]",Information over time can be considered in relation to design.,TRUE,41139
"[""A""]","[""The lag adjustment distributes the mortality incidence over five years (25 percent in each of the first two years, and 17 percent for each of the remaining years) and discounts mortality benefits over this period at a rate of three percent.""]",The lag adjustment distributes the mortality incidence over five years and discounts mortality benefits at a rate of three percent.,TRUE,2136
"[""A""]","[""The egg was growing.""]",The egg was increasing in size.,TRUE,42387
"[""A""]","[""yeah i have uh my wife's uh grandparents are from Boston they're""]",My wife's grandparents are from New York.,FALSE,88585
"[""A""]","[""He sat the rapier down next to himself.""]",He put the rapier down.,TRUE,295517
"[""A""]","[""German's football career was short - he admits he was outclassed - but he still has a copy of Devaney's first playbook.""]",German enjoyed a long and wonderful football career.,FALSE,218742
"[""A""]","[""Participants recognized that the SEC's resources had not kept up with its increased workload over the years.""]",The SEC's workload and resources correlated similarly.,FALSE,13023
"[""A""]","[""West of the Monument, just outside the park, is the 18-story Parliament House, which holds the sessions of the Senate and House of Representatives.""]",The Senate has their sessions in the Parliament House.,TRUE,306313
"[""A""]","[""He looked up at Thorn's black eyes and imagined the dark life the cursed man must now live.""]",Thorn's face hadn't been hit at all.,FALSE,58042
"[""A""]","[""Yet Morris did amazingly little to try to nail it down.""]",Morris tried very hard to nail it down,FALSE,348927
"[""A""]","[""Since specific authority to implement a fast pay process for the acquisition of goods and services at agencies exists as set forth in OMB Circular A12513 and FAR, our permission is not necessary.""]",Our permission is required because of OMB Circular A12513 and FAR.,FALSE,18167
"[""A""]","[""And what is this new, depraved revelation?""]",What is this uncorrupt revelation of late?,FALSE,302112
"[""A""]","[""Tintoretto's masterpiece in chiarosero effects is the grandiose Crucifixion in the Sala dell'Albergo.""]","The artist never worked with chiarosero, choosing instead to stick to real life portraits.",FALSE,31571
"[""A""]","[""Ellen 's coming out is hailed as the year's highlight, a seminal moment in television history (Howard Rosenberg, the Los Angeles Times ). Critics say the sitcom was witless and pointless until it focused on its main character's sexuality; [e]ver since ...""]",Television critics don't care about witty writing.,FALSE,34119
"[""A""]","[""So intent was he on arriving that he had no plan for addressing what he had seen.""]",He stopped in disbelief to think of what he had just seen... it haunted him.,FALSE,113554
"[""A""]","[""Full marks for industry, zero for modesty.""]",Marks for modesty were higher than that for industry.,FALSE,8506
"[""A""]","[""oh you can really get some good really good pictures in black and white""]",Black and white pictures can turn out very nicely.,TRUE,245818
"[""A""]","[""but uh but you know it's good enough to eat and then um there's uh another place called Pancho's Course they have to have Mexican food and uh the uh""]",Pancho's Course does not serve food.,FALSE,108148
"[""A""]","[""The liveliest meeting place is around the monumental Renaissance Fontaine des Innocents (once part of a cemetery).""]",Renaissance Fontaine des Innocents was once the site of a pottery factory.,FALSE,107971
"[""A""]","[""And he doesn't know to this day.""]",He has no clue.,TRUE,43762
"[""A""]","[""Cruises around Lake Annecy start from the Thiou river.""]","The Thiou river has no harbors, docking being impossible.",FALSE,85553
"[""A""]","[""The submission estimates the burden per response to be 20 minutes for an annual hour burden of 355,333.""]",The encumbrance  per response is estimated to be about 20 minutes.  ,TRUE,207270
"[""A""]","[""He tapped that relationship again in 1999 to create two self-help legal access centers -one at the Van Nuys courthouse and the other at James Monroe High School in North Hills - where legal magnet students assist pro per defendants.""]",The relationship was not tapped in the year of 1999.,FALSE,302868
"[""A""]","[""Beyond the much-remodeled cathedral, north of the palace, is the pleasant garden of the Rocher des Doms, extending to the outer ramparts.""]","Rocher des Doms lies in the secluding woodlands, away from human buildings and influence. ",FALSE,173208
"[""A""]","[""At least Helms seems to have given provocation.""]",It seems Helms didn't even give provocation. ,FALSE,288665
"[""A""]","[""The street was narrow and my spine was soon pressed against a brick wall.""]",The road was small and gave me little room to move. ,TRUE,123336
"[""A""]","[""You say two faces were familiar to you? ""]",You are not familiar with the faces?,FALSE,381089
"[""A""]","[""The man with the iron jaw carried a large knobbed war club.""]",The man held a war club. ,TRUE,278814
"[""A""]","[""All right, my beloved nephew, you'll do the honorable thing!""]","All right, I know you're going to do the wrong thing!",FALSE,159313
"[""A""]","[""Well, returned Mr. Beresford provokingly.""]","Mr. Beresford provokingly returned, well...",TRUE,85333
"[""A""]","[""that's been probably oh five six seven years ago since""]",It has likely been between five and seven years ago.,TRUE,148420
