index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
36361	3197677828	yifdcP5	dialogue	()	()	()	()	i don't eat too many salads . i am a poor grad student you should try . they are healthy for you . that and some exercise . i teach yoga !	live am close parents poor you they am teach long drinking comes teacher my	contradiction	contradiction
193878	6481045689	nuuhwD1	dialogue	()	()	()	()	that seems much better . time is precious . are you tall ? just average . are you unusually tall ?	i'm not sure what you're talking about .	neutral	neutral
769816	4469239437	wfuusP2	dialogue	()	()	()	()	that's too bad . you feel more comfortable in your cardigans while programming ? they make me feel smarter . i feel dumb because i got my biological dads brain .	my spouse and my child . it might sound silly , but its true .	neutral	neutral
649731	6966661077	ovtlpP3	dialogue	()	()	()	()	i am sure they will accept you great . i like to shoot guns . do you like food ?	the army wanted me because i am a ballet dancer . can i join ?	neutral	neutral
253585	7673468417	whgzlD2	dialogue	()	()	()	()	i like her style . he is my favorite ! is babysitting your full time job ? for now it is . i need money to pay for my mercedes .	i don't know what you mean .	neutral	neutral
35609	9397475449	tbdkuP3	dialogue	()	()	()	()	hopefully i will meet one so i never have to cook meet one what ? i also love calzones .	i do sing and do you like rap music ?	neutral	neutral
80074	8996959290	jgdutD1	dialogue	()	()	()	()	she should , she's having my baby in 3 months lol pre marital relations you are naughty ;	i don't know what you mean by that answer .	neutral	neutral
707305	7218492137	rhtsrP1	dialogue	()	()	()	()	i paint too . walls mostly in the summertime . white so the houses can sell . that is cool . i decorative paint .	no , i am not . i paint at times .	neutral	neutral
539063	1010094743	bfufeD2	dialogue	()	()	()	()	what do you like to cook ? i did not get my cooking abilities from mom dentist i like to cook italian food and then i run to burn off the calories .	i don't understand what you mean .	neutral	neutral
583292	9229462859	vgypgD1	dialogue	()	()	()	()	that is so great . my mom works in telecommunications how cool ! i respect my mom , she raised me alone .	i don't know what you mean by that .	neutral	neutral
904984	1236663230	mmttu0	dialogue	()	()	()	()	wow ! i never was brave enough , i do not even like wearing make up . oh . they really were not that bad .	do you have a favorite color ?	entailment	entailment
1929	4569294815	biehcP4	dialogue	()	()	()	()	same here . better days ahead i hope . yea . not to mention , i get made fun of a lot . not happy with my image	me to . between her health and our loud neighbors she cannot seem to rest	neutral	neutral
906723	0856698141	gvnfxP2	dialogue	()	()	()	()	you inviting me to the concert ? we could do both . food and concert .	okay great . i have a concert to attend tomorrow but friday ?	neutral	neutral
752441	6020611520	qcnteP6	dialogue	()	()	()	()	hello how are you this evening ? really sad because i don t buy	you what sure not really t evening an died place really	contradiction	contradiction
804215	7383890742	gawpkP2	dialogue	()	()	()	()	i'm very sad my cart died and i hate cats ugh ! what a bummer . i'm struggling through some of my business school homework now .	that would be a long trip	neutral	neutral
903220	6781089428	nqjhmD2	dialogue	()	()	()	()	that's cool i love hockey awesome sounds fun . i like pizza .	i don't know what you mean by that .	neutral	neutral
411404	2504462782	dumdp0	dialogue	()	()	()	()	kinda old . about a kid who at a prep school that hides he is jewish . i might have to check that out . is it a comedy ?	no , a drama . the kid is there on a football scholarship .	entailment	entailment
4771	7517432285	drlej0	dialogue	()	()	()	()	o yeah , i'm like garfield , lasagna is my fav eating healthy is easy for me cause i do not have a car	haha , that is helps with the fast food , do you have animals ?	entailment	entailment
813713	2681464461	smams0	dialogue	()	()	()	()	how old are you now ? i'm 24 . how old are you	i'm 37 but i try to stay fit by playing tennis	entailment	entailment
154759	3904263481	gsydbP3	dialogue	()	()	()	()	hello i'm juan carlos . professional translator by trade . hello , i'm a drummer , we play indie .	one day , i will live on the beach .	neutral	neutral
309195	8129054565	capww0	dialogue	()	()	()	()	not as good as mac cheese , but still ok . what do you do ? what is a hobby of yours ? i work at a bookstore .	cars i work on cars . pays just ask year , but what can you do about that . . .	entailment	entailment
375840	5822329511	heqdsP2	dialogue	()	()	()	()	do oyu guys have any dogs ? no , i have a son that is allergic to dogs so we stay far away from them .	hi how are you today	neutral	neutral
776731	2776421574	ybvzwP5	dialogue	()	()	()	()	how long we have been talking i feel like i know you so well i don't know i feel the same	kind you of wear know have you like talking working tonight fall might good	contradiction	contradiction
550138	8480400789	qdgmvP2	dialogue	()	()	()	()	hopefully one day i'll get around to it . well sure you will miss london though usa is nice	sounds good be good camping there	neutral	neutral
451299	4282382760	isalwP1	dialogue	()	()	()	()	dang its 80 degrees at my house . i do enjoy cold winters tho it s beautiful here ! lots of snow though . i love rollercoasters but too cold for it .	i've . two of them . great america and over texas . i've traveled a lot .	neutral	neutral
897870	8209829030	zdflgD2	dialogue	()	()	()	()	so what do you have planned for the night just got done cooking do you cook	i'm not sure what you're saying .	neutral	neutral
848535	8015400491	qnactD2	dialogue	()	()	()	()	are you having breakfast where you live ? no its late here . just listening to some classical music , hoping to get inspiration .	i'm not sure .	neutral	neutral
634787	35369	35369c	telephone	()	()	()	()	i think well now we had some friends that went to see it and they said it was okay so it might not be as i think they may be playing up um some aspects of the movie that are n't the main aspects	i do n't know anyone who has seen that movie .	contradiction	contradiction
387466	8390425368	lznfpP2	dialogue	()	()	()	()	yeah , i am having a rough day , another bad break up recently . i am sorry to hear that . sometimes it is good to be alone , read a book .	i am working at a museum for the time being . how about you ?	neutral	neutral
498084	9624011493	grrut0	dialogue	()	()	()	()	haha why do you say that no reason . the worst thing i do is eat junk between meals	that's funny do you like to travel	entailment	entailment
789216	0746157508	exhxmP4	dialogue	()	()	()	()	i love the ravens from baltimore . i also play the game . you ? i played football as a kid , i do love to watch it .	a was serious to you as i'm what the heard	contradiction	contradiction
16563	9129288235	dyyatP3	dialogue	()	()	()	()	do you love to look at art ? i do . i've four dogs , so i can't have any in my apartment	i am a curator at the local art museum .	neutral	neutral
26205	9725451280	syledP2	dialogue	()	()	()	()	no i need special goggles oh ok . i knew someone with those once .	i like to swim when i can take them off	neutral	neutral
909533	6961146051	xfnhvP3	dialogue	()	()	()	()	tiring , wanted to word in the garden but the rain is a barrier i see . you can enjoy the rain while it last	that's good suggestion but i love the sun and think of seeing dragons lol	neutral	neutral
656369	6546663735	rreexP2	dialogue	()	()	()	()	alot of animals . . and hard work lol . but i love being outside so its great that sounds like a lot of work	i am great . just listening to music	neutral	neutral
734563	7282235612	tznxe0	dialogue	()	()	()	()	i've been to the city . me and my girl have to be careful were we go yeah . . . . kinda dangerous . ever travel outside of the usa ?	its cause we are lesbian and people say a lot about it . never been out the usa	entailment	entailment
80733	7975258184	trroxD1	dialogue	()	()	()	()	i know what you mean . it has been so hot i have skipped make up for a while what else to do you like to do other than music ?	i don't know what you're talking about .	neutral	neutral
119779	1834078140	ozvjaP3	dialogue	()	()	()	()	very nice . how do you rest after a long week ? it sounds bad but i am obsessed with eating . i spend hours cooking	i wish i could , none of my nice clothes fit me anymore	neutral	neutral
280532	6772899050	zoscjP6	dialogue	()	()	()	()	great , i have two girlfriend , what about you ? no , i need to find one or two . my pimp hand is weak !	dish your favorite girlfriend weak hand find you like where are	contradiction	contradiction
469333	8124306290	adyqzP5	dialogue	()	()	()	()	cool , that is nice i like that i love it . do you like to bake ? i just made brownies .	wow i like how you talk !	neutral	neutral
127556	2404936162	gjinrP4	dialogue	()	()	()	()	wish i could go . . . i've a test tomorrow to study for what type of test ? will it be hard ?	since i could walk . oh the muggers just came on the radio .	neutral	neutral
564798	117034	117034c	slate	()	()	()	()	he wants the united states to join with other financial centers in adopting a transactions tax on currency exchanges to stanch speculation and inhibit wide swings in currency values .	he thinks a transaction tax is the worst idea ever .	contradiction	contradiction
860862	1843260318	rofeeP1	dialogue	()	()	()	()	hello how are you doing ? not so great honestly , things have been tough here in texas .	i am doing well . i hope your leg heals quickly .	neutral	neutral
114812	7481531496	yjasqP6	dialogue	()	()	()	()	that is great ! i'm glad that you are doing what you truly love what is it that you do ?	accountant a work finance an love is are you there's could favorite	contradiction	contradiction
849464	2219666714	xgdht0	dialogue	()	()	()	()	hello i'm a 22 year old guy with a long beard i'm chad and i'm a video game programmer for a living	awesome i love video games . i really love to play football	entailment	entailment
864937	5390107317	vugmmP1	dialogue	()	()	()	()	i like fish too , but really like mexican food . mexican food is good do you like tacos ?	yes that is cool i like eating all kinds of fish .	neutral	neutral
487977	9783808752	qkkxuP2	dialogue	()	()	()	()	i understand . what games pay ? halo is fine . where are you from ?	hey there bro . how is it going ?	neutral	neutral
389329	4006125802	pqevjP1	dialogue	()	()	()	()	i wish she would show me some mak up i m sure she would . if you paid her .	i want a dog but they re too much trouble with having to feed them	neutral	neutral
569804	7936382804	orjimD2	dialogue	()	()	()	()	wow ! highest score for me was 240 . yeah i was surprised ! i also mentioned i was robbed at the shop ?	i'm not sure what you're talking about .	neutral	neutral
469490	7040652093	svjmzP3	dialogue	()	()	()	()	that is nice i want to do that i like classical music , so the opera is best of two worlds stories and music .	that where live that do two the to kind in is dogs poodles thank	contradiction	contradiction
348816	5089783588	uurxh0	dialogue	()	()	()	()	ya i bet it does do you have any kids ?	not yet . but maybe soon	entailment	entailment
712895	7826956923	vdabm0	dialogue	()	()	()	()	one time i made a unicorn cry . did your parents reject you too ? no my parents didn't reject me my dad was a army colonel	get out ! mine too ! i told the unicorn we eat horse meat . you sing ?	entailment	entailment
636558	8393969437	vynyfP5	dialogue	()	()	()	()	nice i love those artists as well . my father bought me a yellow piano before he passed .	bye ! talk to you later .	neutral	neutral
904232	1279711003	wxgzvD1	dialogue	()	()	()	()	i enjoy all kinds of music and you ? same . with my father being a middle school music teacher , i love music .	i don't know what you mean by that answer .	neutral	neutral
733270	0653807807	rqekmP1	dialogue	()	()	()	()	been working at the factory 10 years but my coworker gets promoted how long was your coworker working there ?	i'm sorry . would you like to talk about another topic ?	neutral	neutral
500227	8760574850	tufrpD2	dialogue	()	()	()	()	no but i like to make food really ? john and wayne are my hunting dogs names . you hunt ?	i'm not sure .	neutral	neutral
902966	6403505133	ylhaq0	dialogue	()	()	()	()	awesome that's my eye color cool . i've a blue car , shoes , most of my clothes . . . lol	do you like fishing ? i try to go each month	entailment	entailment
388991	4891607504	sjrbx0	dialogue	()	()	()	()	7 . since i've never driven , my wife was always running them around . you ? i love my four daughters , also michigan state troopers , i used to be one	nice . you retired ? i am . i just read books now . at least 7 a week .	entailment	entailment
635550	9640195071	fmowqD2	dialogue	()	()	()	()	in that market have lot of fresh potato do you have pepsi in the market ?	i don't know what you mean by that .	neutral	neutral
577764	128106	128106c	telephone	()	()	()	()	right right well i think the speedometers do n't the cars have them both now am i not mistaken i i i look at mine i do n't even know i read it	i know that my car 's speedometer is not in miles per hour .	contradiction	contradiction
492019	1052326501	ilbpiP2	dialogue	()	()	()	()	i can prescribe so music . red hot chili peppers is music for the soul yes , i like them very much	great better all is the so prescribe soul go listen like sears he what	contradiction	contradiction
894326	1257075483	ftzadP4	dialogue	()	()	()	()	i like to go outside and listen to my neighbors argue . it is my entertainment . must be interesting to hear them fight	then tv watching yes outside be like to awesome in while jewelry	contradiction	contradiction
617504	79129	79129c	fiction	()	()	()	()	there was no one in the hall , and we went straight up to the attic .	the hall was filled with many people .	contradiction	contradiction
504033	7445735575	erapyP4	dialogue	()	()	()	()	yeah that is true until 2019 do you like music ? i'm a big fan of pop music .	i do are yeah a music is big at is of well back	contradiction	contradiction
682830	4461750506	rrcns0	dialogue	()	()	()	()	it is very cold here . i go ski sometimes . sounds fun ! you like music ? i love insane clown posse . you heard of them ?	yeah i'll listen to just about anything . i love music	entailment	entailment
722498	9983768616	suxwnD2	dialogue	()	()	()	()	electric who is your favorite bassist ?	i'm not sure .	neutral	neutral
903216	4107239293	xbeseP2	dialogue	()	()	()	()	no i did not know that . i enjoy skateboarding . that's cool i love hockey	i know you are but did you know that my mother is a painter ?	neutral	neutral
140106	4282592919	exskwD2	dialogue	()	()	()	()	they said i am not really good in telling lies i am taking three online classes at night . what do you do ?	i don't know what you mean .	neutral	neutral
766238	7273834190	jbuhu0	dialogue	()	()	()	()	yeah , gonna be saving for a car . i like robert deniro , and his movies lol he is a good actor , which is your favorite movie	he is , and i like the rocky movies	entailment	entailment
164849	9161955178	euxtyP2	dialogue	()	()	()	()	i understand that . i program computers for a living good , maybe you can help me sometime .	sometimes pets substitute for family .	neutral	neutral
513923	8238517896	ruidyP2	dialogue	()	()	()	()	all these girls had short hair and cowboy boots but i just do not fit in . why not . i've a ford black f150 truck	thigh high leather boots are more my style and a skirt instead of blue jeans .	neutral	neutral
517986	2952816336	jgxymP1	dialogue	()	()	()	()	hi ! how are you today ? i am doing great ! i just wrote a new poem .	what is your favorite animal ? i have always wanted a pet alligator .	neutral	neutral
399221	5435610065	nncwvP5	dialogue	()	()	()	()	no i just graduated college , to busy working . i am currently saving money to finish my courses in japanese . what do you do now ?	highschool local a i money courses do have by wake fun not	contradiction	contradiction
312087	6726153746	veugt0	dialogue	()	()	()	()	music and hiking what about you ? i love all kinds of music ! what do you like best ?	country and rock grew up on the stuff	entailment	entailment
123547	6540925921	uehsn0	dialogue	()	()	()	()	wow that is a totally different field . what else ? what do you do ? i am also well built all over	i like to fix old classic cars . but i am doing better .	entailment	entailment
635112	34352	34352c	slate	()	()	()	()	the ira , you might say , already lives in a hollywood movie , with its noble heroes , amoral enemies , and glorious deaths .	the ira is nothing to glamourize .	contradiction	contradiction
657413	92520	92520c	fiction	()	()	()	()	shall i tell you how it will be ?	just wait until they tell you , i 'm too tired to do it .	contradiction	contradiction
804818	8079980151	zgpcqP1	dialogue	()	()	()	()	the doctors trying to figure out still oh so sorry . i hope to climb mount everest some day	a friend bought me some clay models and i play with them	neutral	neutral
585019	94076	94076c	travel	()	()	()	()	you can also obtain information directly from the following the theatre in the forest at grizedale ; tel . ( 01229 ) 860291 , brewery arts centre , 122a highgate , kendal ; tel . ( 01539 ) 725133 , century theatre in keswick ; tel . ( 017687 ) 74411 , the old laundry theatre , crag brow , bowness - on - windermere ; tel . ( 01539 ) 88444 .	i do n't know where you could find more information .	contradiction	contradiction
249799	7735514338	cpytxP3	dialogue	()	()	()	()	cool ! i work in real estate . currently going out with my boss , which is fun ! cool . i just bought a chevy duramax truck which is my favorite .	i love drive while neat favorite estate with i just student buy shop run	contradiction	contradiction
663181	4774809058	orqaw0	dialogue	()	()	()	()	i am only 5 foot 4 so i got you i tried getting work at walmart , but they insisted i wear blue .	it is okay i quit target i hate red	entailment	entailment
387399	5695775275	yjlrtP7	dialogue	()	()	()	()	yeah apples equal summer my favorite season ! i always get apples as gifts . everyone thinks i love them	spaghetti stand i can't favorite get apples thinks i sport am sports me tell really	contradiction	contradiction
783078	7855279088	fgzswP3	dialogue	()	()	()	()	my kids are almost grown , there is no chocolate here ! oh no ! i've to hide mine from my students . i love chocolate ! lol	i hide mine in the freezer , in an empty peas box .	neutral	neutral
552739	141364	141364c	telephone	()	()	()	()	no i have n't huh - uh	yes , i have done that before .	contradiction	contradiction
760462	8676800721	coxpbP1	dialogue	()	()	()	()	cats are cool , i read my pets horror stories . i love horror stories , i like to read stories of unsolved murders	i actually own three dogs	neutral	neutral
905482	6645555807	zlfzf0	dialogue	()	()	()	()	what do you do and do you like it ? i teach and i like it . i'm in the navy .	oh , nice ! where are you now ? i'm in new york .	entailment	entailment
605616	144344	144344c	telephone	()	()	()	()	and then there 's there 's probably that probably fifty percent have a general idea and the other fifty percent are waiting to see what hits them when they get there	everyone is pretty certain about what they want to do .	contradiction	contradiction
581256	6123609882	mzlzsP2	dialogue	()	()	()	()	well , the weekend is almost over already . dang , that was fast . yeah really fast for a student like me	never feel less than anyone . never !	neutral	neutral
402433	1207629252	jyiitP2	dialogue	()	()	()	()	out to eat a lot . i have 6 siblings so i was guaranteed to be social . that is cool . i'm an only child . i wish i had siblings .	haha , no way . having siblings has to be great .	neutral	neutral
189877	8045567690	xceryP2	dialogue	()	()	()	()	i recycle my plastic and paper trash to show my commitment to the environment . is that what farmer market is for ?	nashville university , you can buy all organic products there .	neutral	neutral
526972	9280174385	ubvii0	dialogue	()	()	()	()	somedays , just 8 hours of sleep does not feel like enough . i completely understand that feeling . i am exhausted too	work issues ? i am a good electrician , but the billing issues are stressful .	entailment	entailment
663117	126692	126692c	government	()	()	()	()	as discussed above , both sections impose specific procedural requirements applicable to the rulemaking at issue here .	only one section imposes specific procedural requirements .	contradiction	contradiction
808955	9698425227	dgvnzP8	dialogue	()	()	()	()	so what do you like to do ? i love going to the ocean	sunburned a museum the do you near camping am mn do i'm	contradiction	contradiction
268527	6335577251	qlnccP4	dialogue	()	()	()	()	i am a grandmother of 7 7 wow ! i've 5 nieces !	they do ! but they're so worth it !	neutral	neutral
625548	8584021588	aeeca0	dialogue	()	()	()	()	yeah right i hope you'll not be the one who will answer later . i hope so too it is slow , deal with it	maybe change your network or something	entailment	entailment
896422	7577854270	mkjdk0	dialogue	()	()	()	()	i am trying not to get deported . i am a dreamer . i love watching football i am so glad its back in season	don't know much about football . soccers more my thing .	entailment	entailment
740079	6968758997	vugiyP3	dialogue	()	()	()	()	it is different . my twin sister lives near the equator so we are opposites . twin , how unique . do you have a big family ?	tell me something you do everyday .	neutral	neutral
356094	1407258564	ftjylP4	dialogue	()	()	()	()	new york would be a great filming location ! we get plenty of that around here , glad my pug keeps me happy	i usually stay in my apartment , since i pay so much for rent .	neutral	neutral
401042	0016868729	rdech0	dialogue	()	()	()	()	great ! dealing with my 3 dogs and toddlers ! wow , a busy day ! i just have one dog and he can be a handful .	i am a lawyer , thank god i can afford help with the triplets .	entailment	entailment
444436	0293026483	xgpxaP6	dialogue	()	()	()	()	that is the good old day . i am old and love hanging out at casino i sing for my church and i love clothes	lot cloths my and old church hanging is love not tarot	contradiction	contradiction
262249	4542466058	mmawjP6	dialogue	()	()	()	()	some , but i'm not sure is air hockey is a port ! that counts ! i love the vancouver grizzlies .	never heard have of i hockey i love counts the how in are doing	contradiction	contradiction
630117	112236	112236c	fiction	()	()	()	()	' i should think not , ' i cut him off .	i let him keep talking .	contradiction	contradiction
151753	2356812577	jtitcP3	dialogue	()	()	()	()	eh nothing really i think . you ? i'm a literature teacher , though my father works for home depot .	take you do to walks literature my though the career rather	contradiction	contradiction
127134	8660623665	tpxkdP3	dialogue	()	()	()	()	doing good . do you work ? yeah , am working as a vet	nice . i heard cats are easier than dogs	neutral	neutral
670082	1394165908	hkfse0	dialogue	()	()	()	()	i am from new hampshire i just moved to florida . drove my ford taurus here .	i am a dancer i love it	entailment	entailment
565233	4836907569	tfdgq0	dialogue	()	()	()	()	do you like earrings ? i just bought a pair . i like them , but do not wear them myself . what type of metal ?	golden hoop earrings , i think you would love them .	entailment	entailment
411739	0473089259	iqcfaP4	dialogue	()	()	()	()	yes , i enjoy cooking for him that is great ! whats your favorite dish to cook ?	no pets . i swim fast though .	neutral	neutral
140772	0595858779	xejgnP7	dialogue	()	()	()	()	that's nice . i like system of a down . do you like a band ? i actually like sod too in rl lol	that's unique else a band do rl nice play what only you other are	contradiction	contradiction
